Algorithm,Array Type,Array Size,Sort Order,Execution Time (ns)
BubbleSortUntilNoChange,Byte[],1000,RANDOM,5024402
BubbleSortPassPerItem,Byte[],1000,RANDOM,4180905
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3183953
BubbleSortUntilNoChange,Byte[],1000,RANDOM,5068575
BubbleSortPassPerItem,Byte[],1000,RANDOM,4235057
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3193591
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4886101
BubbleSortPassPerItem,Byte[],1000,RANDOM,4121531
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3132122
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4910668
BubbleSortPassPerItem,Byte[],1000,RANDOM,4204435
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3176291
BubbleSortUntilNoChange,Byte[],1000,RANDOM,6039562
BubbleSortPassPerItem,Byte[],1000,RANDOM,4173305
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3215401
BubbleSortUntilNoChange,Byte[],1000,RANDOM,5075768
BubbleSortPassPerItem,Byte[],1000,RANDOM,4194794
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3162317
BubbleSortUntilNoChange,Byte[],1000,RANDOM,5047178
BubbleSortPassPerItem,Byte[],1000,RANDOM,4113152
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3176388
BubbleSortUntilNoChange,Byte[],1000,RANDOM,5122348
BubbleSortPassPerItem,Byte[],1000,RANDOM,4198956
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3178007
BubbleSortUntilNoChange,Byte[],1000,RANDOM,5026135
BubbleSortPassPerItem,Byte[],1000,RANDOM,4148351
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3211364
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4983054
BubbleSortPassPerItem,Byte[],1000,RANDOM,4229819
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3182115
BubbleSortUntilNoChange,Byte[],1000,RANDOM,5027071
BubbleSortPassPerItem,Byte[],1000,RANDOM,4213039
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3188140
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4990888
BubbleSortPassPerItem,Byte[],1000,RANDOM,4196904
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3164814
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4954932
BubbleSortPassPerItem,Byte[],1000,RANDOM,4161263
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3185395
BubbleSortUntilNoChange,Byte[],1000,RANDOM,5072922
BubbleSortPassPerItem,Byte[],1000,RANDOM,4118980
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3181282
BubbleSortUntilNoChange,Byte[],1000,RANDOM,5066052
BubbleSortPassPerItem,Byte[],1000,RANDOM,4105727
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3182349
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4851480
BubbleSortPassPerItem,Byte[],1000,RANDOM,4151071
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3151939
BubbleSortUntilNoChange,Byte[],1000,RANDOM,5674543
BubbleSortPassPerItem,Byte[],1000,RANDOM,4721385
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3210757
BubbleSortUntilNoChange,Byte[],1000,RANDOM,5113246
BubbleSortPassPerItem,Byte[],1000,RANDOM,4221383
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3217936
BubbleSortUntilNoChange,Byte[],1000,RANDOM,5056101
BubbleSortPassPerItem,Byte[],1000,RANDOM,4201619
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3171514
BubbleSortUntilNoChange,Byte[],1000,RANDOM,5100334
BubbleSortPassPerItem,Byte[],1000,RANDOM,4265190
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3208891
BubbleSortUntilNoChange,Byte[],1000,RANDOM,5034522
BubbleSortPassPerItem,Byte[],1000,RANDOM,4213979
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3173250
BubbleSortUntilNoChange,Byte[],1000,RANDOM,5133620
BubbleSortPassPerItem,Byte[],1000,RANDOM,4140456
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3205379
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4967061
BubbleSortPassPerItem,Byte[],1000,RANDOM,4185052
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3141841
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4969712
BubbleSortPassPerItem,Byte[],1000,RANDOM,4189980
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3158666
BubbleSortUntilNoChange,Byte[],1000,RANDOM,5074829
BubbleSortPassPerItem,Byte[],1000,RANDOM,4187117
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3164538
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4974133
BubbleSortPassPerItem,Byte[],1000,RANDOM,4183928
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3161530
BubbleSortUntilNoChange,Byte[],1000,RANDOM,5142330
BubbleSortPassPerItem,Byte[],1000,RANDOM,4149505
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3202492
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4992694
BubbleSortPassPerItem,Byte[],1000,RANDOM,4164297
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3118472
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4992075
BubbleSortPassPerItem,Byte[],1000,RANDOM,4274318
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3196894
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4938778
BubbleSortPassPerItem,Byte[],1000,RANDOM,4181849
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3161317
BubbleSortUntilNoChange,Byte[],1000,RANDOM,5009285
BubbleSortPassPerItem,Byte[],1000,RANDOM,4146183
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3126974
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4781713
BubbleSortPassPerItem,Byte[],1000,RANDOM,4136256
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3124638
BubbleSortUntilNoChange,Byte[],1000,RANDOM,5105923
BubbleSortPassPerItem,Byte[],1000,RANDOM,4238436
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3191063
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4935990
BubbleSortPassPerItem,Byte[],1000,RANDOM,4190556
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3166929
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4927948
BubbleSortPassPerItem,Byte[],1000,RANDOM,4146209
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3131843
BubbleSortUntilNoChange,Byte[],1000,RANDOM,5078418
BubbleSortPassPerItem,Byte[],1000,RANDOM,4206655
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3179251
BubbleSortUntilNoChange,Byte[],1000,RANDOM,5130358
BubbleSortPassPerItem,Byte[],1000,RANDOM,4202058
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3187667
BubbleSortUntilNoChange,Byte[],1000,RANDOM,5018217
BubbleSortPassPerItem,Byte[],1000,RANDOM,4128053
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3186829
BubbleSortUntilNoChange,Byte[],1000,RANDOM,5108493
BubbleSortPassPerItem,Byte[],1000,RANDOM,4199933
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3170242
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4767982
BubbleSortPassPerItem,Byte[],1000,RANDOM,4173910
BubbleSortWhileNeeded,Byte[],1000,RANDOM,5081395
BubbleSortUntilNoChange,Byte[],1000,RANDOM,8536422
BubbleSortPassPerItem,Byte[],1000,RANDOM,4919921
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3170927
BubbleSortUntilNoChange,Byte[],1000,RANDOM,5006428
BubbleSortPassPerItem,Byte[],1000,RANDOM,4336221
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3166050
BubbleSortUntilNoChange,Byte[],1000,RANDOM,5106163
BubbleSortPassPerItem,Byte[],1000,RANDOM,4214592
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3192778
BubbleSortUntilNoChange,Byte[],1000,RANDOM,5020327
BubbleSortPassPerItem,Byte[],1000,RANDOM,4243161
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3250437
BubbleSortUntilNoChange,Byte[],1000,RANDOM,5095069
BubbleSortPassPerItem,Byte[],1000,RANDOM,4158384
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3198161
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4843463
BubbleSortPassPerItem,Byte[],1000,RANDOM,4181502
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3115352
BubbleSortUntilNoChange,Byte[],1000,RANDOM,5004998
BubbleSortPassPerItem,Byte[],1000,RANDOM,4173798
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3148394
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4940115
BubbleSortPassPerItem,Byte[],1000,RANDOM,4182426
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3134073
BubbleSortUntilNoChange,Byte[],1000,RANDOM,5095788
BubbleSortPassPerItem,Byte[],1000,RANDOM,4289874
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3250650
BubbleSortUntilNoChange,Byte[],1000,RANDOM,5010393
BubbleSortPassPerItem,Byte[],1000,RANDOM,4208024
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3308376
BubbleSortUntilNoChange,Byte[],1000,RANDOM,5075612
BubbleSortPassPerItem,Byte[],1000,RANDOM,4125315
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3178269
BubbleSortUntilNoChange,Byte[],1000,RANDOM,5030723
BubbleSortPassPerItem,Byte[],1000,RANDOM,4115305
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3218301
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4940326
BubbleSortPassPerItem,Byte[],1000,RANDOM,4136445
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3192543
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4815686
BubbleSortPassPerItem,Byte[],1000,RANDOM,4022598
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3025270
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4881957
BubbleSortPassPerItem,Byte[],1000,RANDOM,3936148
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3037678
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4658128
BubbleSortPassPerItem,Byte[],1000,RANDOM,3864005
BubbleSortWhileNeeded,Byte[],1000,RANDOM,2959438
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4673365
BubbleSortPassPerItem,Byte[],1000,RANDOM,3939820
BubbleSortWhileNeeded,Byte[],1000,RANDOM,2973566
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4817063
BubbleSortPassPerItem,Byte[],1000,RANDOM,4040592
BubbleSortWhileNeeded,Byte[],1000,RANDOM,2934055
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4759078
BubbleSortPassPerItem,Byte[],1000,RANDOM,3933583
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3030922
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4651156
BubbleSortPassPerItem,Byte[],1000,RANDOM,3863655
BubbleSortWhileNeeded,Byte[],1000,RANDOM,2922878
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4834103
BubbleSortPassPerItem,Byte[],1000,RANDOM,3886047
BubbleSortWhileNeeded,Byte[],1000,RANDOM,2989438
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4572329
BubbleSortPassPerItem,Byte[],1000,RANDOM,3905042
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3012329
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4788504
BubbleSortPassPerItem,Byte[],1000,RANDOM,3910406
BubbleSortWhileNeeded,Byte[],1000,RANDOM,2927874
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4664640
BubbleSortPassPerItem,Byte[],1000,RANDOM,3881319
BubbleSortWhileNeeded,Byte[],1000,RANDOM,2971383
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4731101
BubbleSortPassPerItem,Byte[],1000,RANDOM,3840287
BubbleSortWhileNeeded,Byte[],1000,RANDOM,2951945
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4545960
BubbleSortPassPerItem,Byte[],1000,RANDOM,3929454
BubbleSortWhileNeeded,Byte[],1000,RANDOM,2965853
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4686962
BubbleSortPassPerItem,Byte[],1000,RANDOM,3863157
BubbleSortWhileNeeded,Byte[],1000,RANDOM,2967232
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4729105
BubbleSortPassPerItem,Byte[],1000,RANDOM,3885396
BubbleSortWhileNeeded,Byte[],1000,RANDOM,2923951
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4592836
BubbleSortPassPerItem,Byte[],1000,RANDOM,3845605
BubbleSortWhileNeeded,Byte[],1000,RANDOM,2995037
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4721340
BubbleSortPassPerItem,Byte[],1000,RANDOM,3907494
BubbleSortWhileNeeded,Byte[],1000,RANDOM,2954383
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4794562
BubbleSortPassPerItem,Byte[],1000,RANDOM,4001880
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3017484
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4737164
BubbleSortPassPerItem,Byte[],1000,RANDOM,3943555
BubbleSortWhileNeeded,Byte[],1000,RANDOM,2983680
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4776007
BubbleSortPassPerItem,Byte[],1000,RANDOM,3908704
BubbleSortWhileNeeded,Byte[],1000,RANDOM,2948685
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4685526
BubbleSortPassPerItem,Byte[],1000,RANDOM,3918575
BubbleSortWhileNeeded,Byte[],1000,RANDOM,2957621
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4653408
BubbleSortPassPerItem,Byte[],1000,RANDOM,3912822
BubbleSortWhileNeeded,Byte[],1000,RANDOM,2946132
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4575557
BubbleSortPassPerItem,Byte[],1000,RANDOM,3808389
BubbleSortWhileNeeded,Byte[],1000,RANDOM,2906084
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4659183
BubbleSortPassPerItem,Byte[],1000,RANDOM,4057606
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3064203
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4779292
BubbleSortPassPerItem,Byte[],1000,RANDOM,4073089
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3090770
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4897838
BubbleSortPassPerItem,Byte[],1000,RANDOM,3985989
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3063489
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4690451
BubbleSortPassPerItem,Byte[],1000,RANDOM,3811668
BubbleSortWhileNeeded,Byte[],1000,RANDOM,2936460
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4622693
BubbleSortPassPerItem,Byte[],1000,RANDOM,3879498
BubbleSortWhileNeeded,Byte[],1000,RANDOM,2917157
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4694730
BubbleSortPassPerItem,Byte[],1000,RANDOM,3854242
BubbleSortWhileNeeded,Byte[],1000,RANDOM,2970818
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4625378
BubbleSortPassPerItem,Byte[],1000,RANDOM,3860458
BubbleSortWhileNeeded,Byte[],1000,RANDOM,2911826
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4676420
BubbleSortPassPerItem,Byte[],1000,RANDOM,3905555
BubbleSortWhileNeeded,Byte[],1000,RANDOM,2919153
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4865304
BubbleSortPassPerItem,Byte[],1000,RANDOM,4076301
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3101883
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4795278
BubbleSortPassPerItem,Byte[],1000,RANDOM,4026254
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3073058
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4824439
BubbleSortPassPerItem,Byte[],1000,RANDOM,4074131
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3009749
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4521265
BubbleSortPassPerItem,Byte[],1000,RANDOM,3895281
BubbleSortWhileNeeded,Byte[],1000,RANDOM,2981137
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4856239
BubbleSortPassPerItem,Byte[],1000,RANDOM,3995064
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3010141
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4664298
BubbleSortPassPerItem,Byte[],1000,RANDOM,3922376
BubbleSortWhileNeeded,Byte[],1000,RANDOM,3001523
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4712505
BubbleSortPassPerItem,Byte[],1000,RANDOM,3817151
BubbleSortWhileNeeded,Byte[],1000,RANDOM,2926379
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4676231
BubbleSortPassPerItem,Byte[],1000,RANDOM,3898725
BubbleSortWhileNeeded,Byte[],1000,RANDOM,2890303
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4503911
BubbleSortPassPerItem,Byte[],1000,RANDOM,3787674
BubbleSortWhileNeeded,Byte[],1000,RANDOM,2885469
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4469307
BubbleSortPassPerItem,Byte[],1000,RANDOM,3792070
BubbleSortWhileNeeded,Byte[],1000,RANDOM,2937866
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4537626
BubbleSortPassPerItem,Byte[],1000,RANDOM,3891689
BubbleSortWhileNeeded,Byte[],1000,RANDOM,2821201
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4457308
BubbleSortPassPerItem,Byte[],1000,RANDOM,3790999
BubbleSortWhileNeeded,Byte[],1000,RANDOM,2881107
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4435269
BubbleSortPassPerItem,Byte[],1000,RANDOM,3805955
BubbleSortWhileNeeded,Byte[],1000,RANDOM,2910475
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4534154
BubbleSortPassPerItem,Byte[],1000,RANDOM,3837489
BubbleSortWhileNeeded,Byte[],1000,RANDOM,2911722
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4573170
BubbleSortPassPerItem,Byte[],1000,RANDOM,3788135
BubbleSortWhileNeeded,Byte[],1000,RANDOM,2832150
BubbleSortUntilNoChange,Byte[],1000,RANDOM,4470255
BubbleSortPassPerItem,Byte[],1000,RANDOM,3866940
BubbleSortWhileNeeded,Byte[],1000,RANDOM,2888465
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,48422
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1652242
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,45073
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,48229
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1647362
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,45000
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,48024
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1650576
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,45281
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,48120
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1655065
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,45079
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,48133
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1850599
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,46456
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,63430
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1685393
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,45846
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,48193
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1648474
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,46361
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,47928
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1657420
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,45085
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,47805
BubbleSortPassPerItem,Byte[],1000,ASCENDING,2229525
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,73343
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,48580
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1657094
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,45734
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,48314
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1658231
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,70271
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,48452
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1653390
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,45433
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,48389
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1647920
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,46316
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,48295
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1694950
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,47975
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,47954
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1656513
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,44924
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,47022
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1648998
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,44025
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,48258
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1651831
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,45815
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,49959
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1653720
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,44689
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,48355
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1648233
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,45203
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,47797
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1648020
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,44659
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,47874
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1651937
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,44869
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,47907
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1651494
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,45426
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,48419
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1648591
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,45084
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,47737
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1652225
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,45470
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,48347
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1691940
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,56460
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,48233
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1648805
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,46147
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,68637
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1961582
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,71854
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,48883
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1670619
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,45845
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,48427
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1659018
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,45927
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,48163
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1703756
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,46296
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,47779
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1657406
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,45400
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,48527
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1660185
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,45813
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,47813
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1648257
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,45472
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,48063
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1652108
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,45150
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,48063
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1655838
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,46108
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,49349
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1653447
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,48326
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,50754
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1649214
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,46679
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,21028
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1649710
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,21168
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,14475
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1662664
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,14904
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8640
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1649819
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,9148
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8695
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1655413
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,9157
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8768
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1647845
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,8986
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8783
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1649027
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,9151
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8596
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1654168
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,8918
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,9728
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1648413
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,9905
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8598
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1652989
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,8873
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8649
