Algorithm,Array Type,Array Size,Sort Order,Execution Time (ns)
BubbleSortWhileNeeded,Integer[],1000,RANDOM,4081228
BubbleSortUntilNoChange,Integer[],1000,RANDOM,8811349
BubbleSortPassPerItem,Integer[],1000,RANDOM,5141701
BubbleSortWhileNeeded,Integer[],1000,RANDOM,4110129
BubbleSortUntilNoChange,Integer[],1000,RANDOM,5763862
BubbleSortPassPerItem,Integer[],1000,RANDOM,5103078
BubbleSortWhileNeeded,Integer[],1000,RANDOM,4151272
BubbleSortUntilNoChange,Integer[],1000,RANDOM,5933400
BubbleSortPassPerItem,Integer[],1000,RANDOM,5163637
BubbleSortWhileNeeded,Integer[],1000,RANDOM,4179105
BubbleSortUntilNoChange,Integer[],1000,RANDOM,5797270
BubbleSortPassPerItem,Integer[],1000,RANDOM,5162902
BubbleSortWhileNeeded,Integer[],1000,RANDOM,4109611
BubbleSortUntilNoChange,Integer[],1000,RANDOM,6008264
BubbleSortPassPerItem,Integer[],1000,RANDOM,5170899
BubbleSortWhileNeeded,Integer[],1000,RANDOM,4156169
BubbleSortUntilNoChange,Integer[],1000,RANDOM,5896799
BubbleSortPassPerItem,Integer[],1000,RANDOM,5143420
BubbleSortWhileNeeded,Integer[],1000,RANDOM,4063222
BubbleSortUntilNoChange,Integer[],1000,RANDOM,5928376
BubbleSortPassPerItem,Integer[],1000,RANDOM,5217052
BubbleSortWhileNeeded,Integer[],1000,RANDOM,4138194
BubbleSortUntilNoChange,Integer[],1000,RANDOM,6098555
BubbleSortPassPerItem,Integer[],1000,RANDOM,5133133
BubbleSortWhileNeeded,Integer[],1000,RANDOM,4086463
BubbleSortUntilNoChange,Integer[],1000,RANDOM,5868828
BubbleSortPassPerItem,Integer[],1000,RANDOM,5205057
BubbleSortWhileNeeded,Integer[],1000,RANDOM,4152045
BubbleSortUntilNoChange,Integer[],1000,RANDOM,10083631
BubbleSortPassPerItem,Integer[],1000,RANDOM,5425887
BubbleSortWhileNeeded,Integer[],1000,RANDOM,4083225
BubbleSortUntilNoChange,Integer[],1000,RANDOM,5736682
BubbleSortPassPerItem,Integer[],1000,RANDOM,5103852
BubbleSortWhileNeeded,Integer[],1000,RANDOM,4104480
BubbleSortUntilNoChange,Integer[],1000,RANDOM,5938955
BubbleSortPassPerItem,Integer[],1000,RANDOM,5097564
BubbleSortWhileNeeded,Integer[],1000,RANDOM,4201005
BubbleSortUntilNoChange,Integer[],1000,RANDOM,5803571
BubbleSortPassPerItem,Integer[],1000,RANDOM,5140801
BubbleSortWhileNeeded,Integer[],1000,RANDOM,4041771
BubbleSortUntilNoChange,Integer[],1000,RANDOM,5965979
BubbleSortPassPerItem,Integer[],1000,RANDOM,5134162
BubbleSortWhileNeeded,Integer[],1000,RANDOM,4083608
BubbleSortUntilNoChange,Integer[],1000,RANDOM,6016535
BubbleSortPassPerItem,Integer[],1000,RANDOM,5170604
BubbleSortWhileNeeded,Integer[],1000,RANDOM,4113358
BubbleSortUntilNoChange,Integer[],1000,RANDOM,5946827
BubbleSortPassPerItem,Integer[],1000,RANDOM,5155727
BubbleSortWhileNeeded,Integer[],1000,RANDOM,4196818
BubbleSortUntilNoChange,Integer[],1000,RANDOM,6080890
BubbleSortPassPerItem,Integer[],1000,RANDOM,5278521
BubbleSortWhileNeeded,Integer[],1000,RANDOM,4194594
BubbleSortUntilNoChange,Integer[],1000,RANDOM,6108700
BubbleSortPassPerItem,Integer[],1000,RANDOM,5382351
BubbleSortWhileNeeded,Integer[],1000,RANDOM,4242925
BubbleSortUntilNoChange,Integer[],1000,RANDOM,6168409
BubbleSortPassPerItem,Integer[],1000,RANDOM,5246599
BubbleSortWhileNeeded,Integer[],1000,RANDOM,4245664
BubbleSortUntilNoChange,Integer[],1000,RANDOM,6123413
BubbleSortPassPerItem,Integer[],1000,RANDOM,5177439
BubbleSortWhileNeeded,Integer[],1000,RANDOM,4121844
BubbleSortUntilNoChange,Integer[],1000,RANDOM,5801828
BubbleSortPassPerItem,Integer[],1000,RANDOM,5060606
BubbleSortWhileNeeded,Integer[],1000,RANDOM,3983254
BubbleSortUntilNoChange,Integer[],1000,RANDOM,5947179
BubbleSortPassPerItem,Integer[],1000,RANDOM,5151141
BubbleSortWhileNeeded,Integer[],1000,RANDOM,4112167
BubbleSortUntilNoChange,Integer[],1000,RANDOM,5973917
BubbleSortPassPerItem,Integer[],1000,RANDOM,5189147
BubbleSortWhileNeeded,Integer[],1000,RANDOM,4129209
BubbleSortUntilNoChange,Integer[],1000,RANDOM,5743025
BubbleSortPassPerItem,Integer[],1000,RANDOM,5172805
BubbleSortWhileNeeded,Integer[],1000,RANDOM,4110523
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,18515
BubbleSortPassPerItem,Integer[],10000,ASCENDING,161555991
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16955
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,18332
BubbleSortPassPerItem,Integer[],10000,ASCENDING,162318773
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,18067
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,18975
BubbleSortPassPerItem,Integer[],10000,ASCENDING,160639760
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16939
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,18492
BubbleSortPassPerItem,Integer[],10000,ASCENDING,173310045
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16667
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,18592
BubbleSortPassPerItem,Integer[],10000,ASCENDING,159483403
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16520
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,18527
BubbleSortPassPerItem,Integer[],10000,ASCENDING,158791364
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16269
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,18664
BubbleSortPassPerItem,Integer[],10000,ASCENDING,157250527
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16497
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,18515
BubbleSortPassPerItem,Integer[],10000,ASCENDING,160240071
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16396
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,18441
BubbleSortPassPerItem,Integer[],10000,ASCENDING,155702213
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16163
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,18435
BubbleSortPassPerItem,Integer[],10000,ASCENDING,156327856
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16432
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17937
BubbleSortPassPerItem,Integer[],10000,ASCENDING,158409104
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16663
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,18420
BubbleSortPassPerItem,Integer[],10000,ASCENDING,157731447
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16735
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17866
BubbleSortPassPerItem,Integer[],10000,ASCENDING,156280382
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16723
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,18463
BubbleSortPassPerItem,Integer[],10000,ASCENDING,162055310
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,17236
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,18786
BubbleSortPassPerItem,Integer[],10000,ASCENDING,155688381
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,39603
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,18535
BubbleSortPassPerItem,Integer[],10000,ASCENDING,157036109
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,17264
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,18643
BubbleSortPassPerItem,Integer[],10000,ASCENDING,160302985
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16578
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,18513
BubbleSortPassPerItem,Integer[],10000,ASCENDING,155854347
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16382
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,18655
BubbleSortPassPerItem,Integer[],10000,ASCENDING,159726351
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,18382
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,19417
BubbleSortPassPerItem,Integer[],10000,ASCENDING,158323028
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16500
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,18450
BubbleSortPassPerItem,Integer[],10000,ASCENDING,155885099
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16496
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17829
BubbleSortPassPerItem,Integer[],10000,ASCENDING,156368355
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,17166
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,18389
BubbleSortPassPerItem,Integer[],10000,ASCENDING,156170718
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,17151
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,18436
BubbleSortPassPerItem,Integer[],10000,ASCENDING,156132151
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16185
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17870
BubbleSortPassPerItem,Integer[],10000,ASCENDING,156418156
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16882
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17944
BubbleSortPassPerItem,Integer[],10000,ASCENDING,156749565
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16732
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,18002
BubbleSortPassPerItem,Integer[],10000,ASCENDING,156851716
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,17156
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17951
BubbleSortPassPerItem,Integer[],10000,ASCENDING,155639532
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16240
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17877
BubbleSortPassPerItem,Integer[],10000,ASCENDING,155634266
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16451
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17846
BubbleSortPassPerItem,Integer[],10000,ASCENDING,156483963
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16878
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,18032
BubbleSortPassPerItem,Integer[],10000,ASCENDING,155655491
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16335
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17903
BubbleSortPassPerItem,Integer[],10000,ASCENDING,157166078
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16558
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17939
BubbleSortPassPerItem,Integer[],10000,ASCENDING,156400959
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,17010
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17902
BubbleSortPassPerItem,Integer[],10000,ASCENDING,156088292
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16398
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17979
BubbleSortPassPerItem,Integer[],10000,ASCENDING,156097401
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16993
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,18528
BubbleSortPassPerItem,Integer[],10000,ASCENDING,156500596
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16467
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,18043
BubbleSortPassPerItem,Integer[],10000,ASCENDING,156633714
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16754
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17852
BubbleSortPassPerItem,Integer[],10000,ASCENDING,156637511
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16687
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17851
BubbleSortPassPerItem,Integer[],10000,ASCENDING,156204422
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16635
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,18509
BubbleSortPassPerItem,Integer[],10000,ASCENDING,156642032
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16698
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,18554
BubbleSortPassPerItem,Integer[],10000,ASCENDING,156578128
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,17174
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,18070
BubbleSortPassPerItem,Integer[],10000,ASCENDING,158902307
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,17018
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17833
BubbleSortPassPerItem,Integer[],10000,ASCENDING,155705346
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16393
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17836
BubbleSortPassPerItem,Integer[],10000,ASCENDING,155576351
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16859
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,18059
BubbleSortPassPerItem,Integer[],10000,ASCENDING,156040755
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16437
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17762
BubbleSortPassPerItem,Integer[],10000,ASCENDING,180037139
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16850
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17855
BubbleSortPassPerItem,Integer[],10000,ASCENDING,156789529
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16658
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17754
BubbleSortPassPerItem,Integer[],10000,ASCENDING,157905174
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,17546
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,18724
BubbleSortPassPerItem,Integer[],10000,ASCENDING,157421319
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16604
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,18114
BubbleSortPassPerItem,Integer[],10000,ASCENDING,157185799
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16209
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17715
BubbleSortPassPerItem,Integer[],10000,ASCENDING,155979568
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16529
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17882
BubbleSortPassPerItem,Integer[],10000,ASCENDING,156060199
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16844
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17937
BubbleSortPassPerItem,Integer[],10000,ASCENDING,155848289
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16407
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17889
BubbleSortPassPerItem,Integer[],10000,ASCENDING,155603021
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,17095
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17716
BubbleSortPassPerItem,Integer[],10000,ASCENDING,155737085
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16528
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17810
BubbleSortPassPerItem,Integer[],10000,ASCENDING,157582404
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16401
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17849
BubbleSortPassPerItem,Integer[],10000,ASCENDING,156071467
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16361
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17755
BubbleSortPassPerItem,Integer[],10000,ASCENDING,155884641
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16914
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,18043
BubbleSortPassPerItem,Integer[],10000,ASCENDING,169240302
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16574
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17778
BubbleSortPassPerItem,Integer[],10000,ASCENDING,155958855
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16599
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17969
BubbleSortPassPerItem,Integer[],10000,ASCENDING,158520686
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,20516
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,25677
BubbleSortPassPerItem,Integer[],10000,ASCENDING,155963449
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16363
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17839
BubbleSortPassPerItem,Integer[],10000,ASCENDING,156036319
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16931
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17704
BubbleSortPassPerItem,Integer[],10000,ASCENDING,155991276
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16356
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,18333
BubbleSortPassPerItem,Integer[],10000,ASCENDING,155675793
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16459
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17755
BubbleSortPassPerItem,Integer[],10000,ASCENDING,156852937
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16289
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17630
BubbleSortPassPerItem,Integer[],10000,ASCENDING,157977469
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16586
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17690
BubbleSortPassPerItem,Integer[],10000,ASCENDING,156950234
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16808
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17823
BubbleSortPassPerItem,Integer[],10000,ASCENDING,156609812
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16369
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17564
BubbleSortPassPerItem,Integer[],10000,ASCENDING,181004067
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16259
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17489
BubbleSortPassPerItem,Integer[],10000,ASCENDING,157468693
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16366
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17653
BubbleSortPassPerItem,Integer[],10000,ASCENDING,155767289
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16031
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17541
BubbleSortPassPerItem,Integer[],10000,ASCENDING,155914983
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16338
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17544
BubbleSortPassPerItem,Integer[],10000,ASCENDING,156771709
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16429
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17634
BubbleSortPassPerItem,Integer[],10000,ASCENDING,182147838
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16347
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17640
BubbleSortPassPerItem,Integer[],10000,ASCENDING,156536302
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16384
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17605
BubbleSortPassPerItem,Integer[],10000,ASCENDING,156271719
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16409
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17692
BubbleSortPassPerItem,Integer[],10000,ASCENDING,157037180
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,15941
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17587
BubbleSortPassPerItem,Integer[],10000,ASCENDING,155707331
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16416
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17706
BubbleSortPassPerItem,Integer[],10000,ASCENDING,155545258
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16365
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17622
BubbleSortPassPerItem,Integer[],10000,ASCENDING,155773585
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,15951
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17536
BubbleSortPassPerItem,Integer[],10000,ASCENDING,155802157
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16291
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17505
BubbleSortPassPerItem,Integer[],10000,ASCENDING,155658359
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16182
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,18438
BubbleSortPassPerItem,Integer[],10000,ASCENDING,156007954
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16101
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17532
BubbleSortPassPerItem,Integer[],10000,ASCENDING,155418342
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,15914
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17773
BubbleSortPassPerItem,Integer[],10000,ASCENDING,158527346
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16822
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,18249
BubbleSortPassPerItem,Integer[],10000,ASCENDING,155710455
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16151
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17714
BubbleSortPassPerItem,Integer[],10000,ASCENDING,158625621
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,17770
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,19342
BubbleSortPassPerItem,Integer[],10000,ASCENDING,178428022
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16236
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17732
BubbleSortPassPerItem,Integer[],10000,ASCENDING,156114150
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16149
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17643
BubbleSortPassPerItem,Integer[],10000,ASCENDING,155794725
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16040
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17566
BubbleSortPassPerItem,Integer[],10000,ASCENDING,162038642
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,15985
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17619
BubbleSortPassPerItem,Integer[],10000,ASCENDING,156355807
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16047
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17677
BubbleSortPassPerItem,Integer[],10000,ASCENDING,155797622
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16080
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17630
BubbleSortPassPerItem,Integer[],10000,ASCENDING,156819101
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,15933
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,18041
BubbleSortPassPerItem,Integer[],10000,ASCENDING,157075369
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16811
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17775
BubbleSortPassPerItem,Integer[],10000,ASCENDING,155735469
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16118
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17610
BubbleSortPassPerItem,Integer[],10000,ASCENDING,161463285
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16828
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17746
BubbleSortPassPerItem,Integer[],10000,ASCENDING,156489406
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16253
BubbleSortUntilNoChange,Integer[],10000,ASCENDING,17929
BubbleSortPassPerItem,Integer[],10000,ASCENDING,156151130
BubbleSortWhileNeeded,Integer[],10000,ASCENDING,16721
BubbleSortUntilNoChange,Integer[],10000,DESCENDING,487234259
BubbleSortPassPerItem,Integer[],10000,DESCENDING,419843421
BubbleSortWhileNeeded,Integer[],10000,DESCENDING,322105159
BubbleSortUntilNoChange,Integer[],10000,DESCENDING,489212898
BubbleSortPassPerItem,Integer[],10000,DESCENDING,420632924
BubbleSortWhileNeeded,Integer[],10000,DESCENDING,322124505
BubbleSortUntilNoChange,Integer[],10000,DESCENDING,491090100
BubbleSortPassPerItem,Integer[],10000,DESCENDING,419910039
BubbleSortWhileNeeded,Integer[],10000,DESCENDING,322074339
BubbleSortUntilNoChange,Integer[],10000,DESCENDING,487282063
BubbleSortPassPerItem,Integer[],10000,DESCENDING,420550215
BubbleSortWhileNeeded,Integer[],10000,DESCENDING,322060021
BubbleSortUntilNoChange,Integer[],10000,DESCENDING,486512460
BubbleSortPassPerItem,Integer[],10000,DESCENDING,425058505
BubbleSortWhileNeeded,Integer[],10000,DESCENDING,322087624
BubbleSortUntilNoChange,Integer[],10000,DESCENDING,487046340
BubbleSortPassPerItem,Integer[],10000,DESCENDING,418732801
BubbleSortWhileNeeded,Integer[],10000,DESCENDING,322052979
BubbleSortUntilNoChange,Integer[],10000,DESCENDING,487578083
BubbleSortPassPerItem,Integer[],10000,DESCENDING,419532465
BubbleSortWhileNeeded,Integer[],10000,DESCENDING,322440489
BubbleSortUntilNoChange,Integer[],10000,DESCENDING,487074914
BubbleSortPassPerItem,Integer[],10000,DESCENDING,421345673
BubbleSortWhileNeeded,Integer[],10000,DESCENDING,322240178
BubbleSortUntilNoChange,Integer[],10000,DESCENDING,486504892
BubbleSortPassPerItem,Integer[],10000,DESCENDING,420780394
BubbleSortWhileNeeded,Integer[],10000,DESCENDING,321947207
BubbleSortUntilNoChange,Integer[],10000,DESCENDING,487686929
BubbleSortPassPerItem,Integer[],10000,DESCENDING,419874992
BubbleSortWhileNeeded,Integer[],10000,DESCENDING,321982555
BubbleSortUntilNoChange,Integer[],10000,DESCENDING,486720369
BubbleSortPassPerItem,Integer[],10000,DESCENDING,420048046
BubbleSortWhileNeeded,Integer[],10000,DESCENDING,326148590
BubbleSortUntilNoChange,Integer[],10000,DESCENDING,487208685
BubbleSortPassPerItem,Integer[],10000,DESCENDING,421472981
BubbleSortWhileNeeded,Integer[],10000,DESCENDING,327989948
BubbleSortUntilNoChange,Integer[],10000,DESCENDING,486832886
BubbleSortPassPerItem,Integer[],10000,DESCENDING,421037423
BubbleSortWhileNeeded,Integer[],10000,DESCENDING,321958094
BubbleSortUntilNoChange,Integer[],10000,DESCENDING,487300551
BubbleSortPassPerItem,Integer[],10000,DESCENDING,422549565
BubbleSortWhileNeeded,Integer[],10000,DESCENDING,321967709
BubbleSortUntilNoChange,Integer[],10000,DESCENDING,488402092
BubbleSortPassPerItem,Integer[],10000,DESCENDING,418479552
BubbleSortWhileNeeded,Integer[],10000,DESCENDING,322467792
BubbleSortUntilNoChange,Integer[],10000,DESCENDING,487063542
BubbleSortPassPerItem,Integer[],10000,DESCENDING,419808555
BubbleSortWhileNeeded,Integer[],10000,DESCENDING,322138153
BubbleSortUntilNoChange,Integer[],10000,DESCENDING,486076591
BubbleSortPassPerItem,Integer[],10000,DESCENDING,422697519
BubbleSortWhileNeeded,Integer[],10000,DESCENDING,321933740
BubbleSortUntilNoChange,Integer[],10000,DESCENDING,487263052
BubbleSortPassPerItem,Integer[],10000,DESCENDING,420577227
BubbleSortWhileNeeded,Integer[],10000,DESCENDING,321917808
BubbleSortUntilNoChange,Integer[],10000,DESCENDING,487191305
BubbleSortPassPerItem,Integer[],10000,DESCENDING,420318069
BubbleSortWhileNeeded,Integer[],10000,DESCENDING,322330735
BubbleSortUntilNoChange,Integer[],10000,DESCENDING,487409861
BubbleSortPassPerItem,Integer[],10000,DESCENDING,419472157
BubbleSortWhileNeeded,Integer[],10000,DESCENDING,326947207
BubbleSortUntilNoChange,Integer[],10000,DESCENDING,486988698
BubbleSortPassPerItem,Integer[],10000,DESCENDING,420473214
